ad_text,industry,actual_ctr,impressions,factor_urgency,factor_social,factor_spec,factor_cta,factor_curiosity,factor_price
"The family sedan you've been waiting for. Save $75 instantly and get free shipping over $50. Start your free trial — no credit card, cancel anytime. Here's why it works. While supplies last. Quality you can trust. Join 50,000 happy customers.",Automotive,0.011261,4125,1,2,3,3,1,1
"The credit card you've been waiting for. Trusted by 10,000+ buyers. While supplies last. The luxury standard. Here's why it works. Get started. Save 30% today.",Finance / Fintech,0.010344,199243,1,2,2,1,1,0
The designer watch you've been waiting for. Quality you can trust. Rated 4.8/5 by thousands. Save $75 instantly and get free shipping over $50.,Luxury Goods,0.009008,96358,0,2,3,0,0,1
"The monthly donation you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Quality you can trust. Real savings inside. You'll want to see this. Start your free trial — no credit card, cancel anytime. Available now.",Nonprofit,0.014323,136065,0,3,1,3,1,1
The unlimited data plan you've been waiting for. Rated 4.8/5 by thousands. Premium craftsmanship. Save 30% today. Shop now. A new product. Ends at midnight tonight.,Telecom,0.01133,197146,3,2,2,1,0,0
The downtown condo you've been waiting for. Save $75 instantly and get free shipping over $50. Affordable for everyone. Today only. The counterintuitive trick that doubled our results. Start your free trial. For everyone.,Real Estate,0.009111,33463,2,0,3,2,3,2
"The skincare set you've been waiting for. You'll want to see this. Only 24 hours left. Start your free trial — no credit card, cancel anytime. Quality you can trust. A smarter choice. Join 50,000 happy customers.",Beauty & Cosmetics,0.029559,157595,2,2,0,3,1,1
"The wireless headphones you've been waiting for. Join 50,000 happy customers. Save on your order. You'll want to see this. Premium craftsmanship. Get started. Don't miss out.",Consumer Electronics,0.018016,149631,1,2,1,1,1,0
The online course you've been waiting for. Only 24 hours left. The counterintuitive trick that doubled our results. A customer favorite. Quality you can trust. Save $75 instantly and get free shipping over $50.,Education / e-Learning,0.01507,122982,2,1,3,0,3,1
"The training program you've been waiting for. Today only. Save 30% today. #1 rated in its category, backed by 25,000 five-star reviews. Budget-friendly. Try it today. Here's why it works.",Fitness,0.027158,91521,2,3,2,1,1,2
The daily supplements you've been waiting for. Premium craftsmanship. Claim your discount. Real savings inside.,Health & Wellness,0.011091,94176,0,0,1,2,0,0
"The game pass you've been waiting for. Start your free trial — no credit card, cancel anytime. Save 30% today. The luxury standard. Available now. #1 rated in its category, backed by 25,000 five-star reviews.",Gaming,0.027017,169234,0,3,2,3,0,0
"The garden kit you've been waiting for. Cut your bill by half. You'll want to see this. While supplies last. Start your free trial — no credit card, cancel anytime. A customer favorite. Lowest price guaranteed.",Home & Garden,0.01968,79860,1,1,2,3,1,3
"The skincare set you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Final hours. What nobody tells you about. Premium craftsmanship. A smarter choice. Shop now.",Beauty & Cosmetics,0.022877,115967,2,3,0,1,2,0
The grain-free pet food you've been waiting for. The luxury standard. Great value. Don't miss out. Learn more. A customer favorite. You'll want to see this.,Pet Care,0.013627,16124,1,1,0,0,1,0
"The getaway package you've been waiting for. Save $75 instantly and get free shipping over $50. Lowest price guaranteed. Trusted by 10,000+ buyers. The counterintuitive trick that doubled our results. Ends soon. Claim your discount.",Travel & Hospitality,0.01965,193567,1,2,3,2,3,3
The insurance plan you've been waiting for. What nobody tells you about. Get 40% off. Ends soon. Highly rated. Try it today. Budget-friendly.,Insurance,0.007333,194938,1,1,2,1,2,2
The credit card you've been waiting for. Only 24 hours left. The counterintuitive trick that doubled our results. Budget-friendly. Claim your discount. A smarter choice. Highly rated.,Finance / Fintech,0.013073,105105,2,1,0,2,3,2
"The credit card you've been waiting for. Ends soon. #1 rated in its category, backed by 25,000 five-star reviews. Cut your bill by half. Quality you can trust. Learn more.",Finance / Fintech,0.01452,158011,1,3,2,0,0,1
"The monthly donation you've been waiting for. Start your free trial — no credit card, cancel anytime. #1 rated in its category, backed by 25,000 five-star reviews. Get 40% off. You'll want to see this. Lowest price guaranteed. Shop the collection.",Nonprofit,0.016089,85331,0,3,2,3,1,3
The online course you've been waiting for. Last chance. Rated 4.8/5 by thousands. The secret pros use. Shop now. Great value. Lowest price guaranteed.,Education / e-Learning,0.016294,34834,2,2,0,1,2,3
The grain-free pet food you've been waiting for. For everyone. Cut your bill by half. Grab yours now. Here's why it works. The luxury standard.,Pet Care,0.017281,14931,0,0,2,2,1,0
"The daily supplements you've been waiting for. Real savings inside. Ends soon. #1 rated in its category, backed by 25,000 five-star reviews. Start your free trial — no credit card, cancel anytime. Premium craftsmanship.",Health & Wellness,0.017152,108795,1,3,1,3,0,0
"The garden kit you've been waiting for. The luxury standard. The counterintuitive trick that doubled our results. Start your free trial — no credit card, cancel anytime. Don't miss out. Real savings inside.",Home & Garden,0.012337,10650,1,0,1,3,3,0
"The insurance plan you've been waiting for. Affordable for everyone. Ends at midnight tonight. A smarter choice. What nobody tells you about. #1 rated in its category, backed by 25,000 five-star reviews.",Insurance,0.007061,158579,3,3,0,0,2,2
The coffee subscription you've been waiting for. Great value. Claim your discount. Highly rated. A new product. Lowest price guaranteed. Offer expires today — act now.,Food & Beverage,0.026296,64268,3,1,0,2,0,3
"The downtown condo you've been waiting for. A new product. Last chance. Quality you can trust. Trusted by 10,000+ buyers. Save on your order.",Real Estate,0.006513,56688,2,2,1,0,0,1
"The training program you've been waiting for. Real savings inside. #1 rated in its category, backed by 25,000 five-star reviews. A new product. Ends at midnight tonight. Learn more. Premium craftsmanship.",Fitness,0.023052,48589,3,3,1,0,0,0
The getaway package you've been waiting for. Get started. What nobody tells you about. Great value. Quality you can trust. Loved by customers. Offer expires today — act now.,Travel & Hospitality,0.013017,101882,3,1,0,1,2,1
"The wireless headphones you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Start your free trial — no credit card, cancel anytime. The secret pros use. Premium craftsmanship. Real savings inside. Don't miss out.",Consumer Electronics,0.018127,161574,1,3,1,3,2,0
"The training program you've been waiting for. Ends at midnight tonight. #1 rated in its category, backed by 25,000 five-star reviews. Start your free trial — no credit card, cancel anytime. Here's why it works. Quality you can trust. Save $75 instantly and get free shipping over $50.",Fitness,0.039348,75515,3,3,3,3,1,1
"The insurance plan you've been waiting for. You'll want to see this. Premium craftsmanship. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50.",Insurance,0.006045,19480,0,3,3,0,1,0
"The online course you've been waiting for. Shop now. Last chance. Trusted by 10,000+ buyers. Save on your order. Unbeatable price.",Education / e-Learning,0.017438,72278,2,2,1,1,0,3
"The credit card you've been waiting for. Try it today. Offer expires today — act now. Join 50,000 happy customers. The counterintuitive trick that doubled our results. Save $75 instantly and get free shipping over $50. Quality you can trust.",Finance / Fintech,0.016329,162280,3,2,3,1,3,1
The wireless headphones you've been waiting for. For everyone. The counterintuitive trick that doubled our results. Cut your bill by half. Budget-friendly. Get started.,Consumer Electronics,0.015612,119579,0,0,2,1,3,2
The family sedan you've been waiting for. Real savings inside. Shop the collection. The luxury standard. Rated 4.8/5 by thousands. A new product.,Automotive,0.005759,90017,0,2,1,0,0,0
"The coffee subscription you've been waiting for. Quality you can trust. What nobody tells you about. Save on your order. Join 50,000 happy customers. While supplies last. Learn more.",Food & Beverage,0.017176,18023,1,2,1,0,2,1
"The credit card you've been waiting for. While supplies last. Save on your order. Budget-friendly. You'll want to see this. Start your free trial — no credit card, cancel anytime. Highly rated.",Finance / Fintech,0.012993,11267,1,1,1,3,1,2
"The software suite you've been waiting for. Save 30% today. Don't miss out. Start your free trial — no credit card, cancel anytime. Premium craftsmanship. The counterintuitive trick that doubled our results. For everyone.",SaaS / B2B,0.009155,105478,1,0,2,3,3,0
The coffee subscription you've been waiting for. While supplies last. Save $75 instantly and get free shipping over $50. Loved by customers. The counterintuitive trick that doubled our results. Quality you can trust. Shop now.,Food & Beverage,0.020387,54838,1,1,3,1,3,1
"The downtown condo you've been waiting for. You'll want to see this. Join 50,000 happy customers. Quality you can trust. Get 40% off. Last chance.",Real Estate,0.007624,146117,2,2,2,0,1,1
The grain-free pet food you've been waiting for. Get started. Budget-friendly. Save $75 instantly and get free shipping over $50. Here's why it works.,Pet Care,0.021038,135392,0,0,3,1,1,2
The downtown condo you've been waiting for. Learn more. Save on your order. Highly rated. Lowest price guaranteed. Shop the collection.,Real Estate,0.006017,53049,0,1,1,0,0,3
The grain-free pet food you've been waiting for. Ends at midnight tonight. Cut your bill by half. Start your free trial. For everyone. Premium craftsmanship.,Pet Care,0.02254,11175,3,0,2,2,0,0
The software suite you've been waiting for. Only 24 hours left. The counterintuitive trick that doubled our results. Great value. Unbeatable price. Rated 4.8/5 by thousands. Claim your discount.,SaaS / B2B,0.012353,7179,2,2,0,2,3,3
"The grain-free pet food you've been waiting for. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Real savings inside. Get started. Affordable for everyone. 48-hour flash sale.",Pet Care,0.033941,194316,3,3,1,1,3,2
"The grain-free pet food you've been waiting for. Save on your order. #1 rated in its category, backed by 25,000 five-star reviews. While supplies last. A new product. Premium craftsmanship. Start your free trial — no credit card, cancel anytime.",Pet Care,0.021239,53365,1,3,1,3,0,0
"The family sedan you've been waiting for. Great value. Learn more. #1 rated in its category, backed by 25,000 five-star reviews. Budget-friendly. Don't miss out.",Automotive,0.008178,2162,1,3,0,0,0,2
The family sedan you've been waiting for. Available now. Real savings inside. Start your free trial. Premium craftsmanship. The counterintuitive trick that doubled our results.,Automotive,0.006488,11355,0,0,1,2,3,0
